,perturbation,control_idx,deleted_genes,mutated_genes,overexpressed_genes,conditions,Strain,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Supplement,Antibiotic for selection,Growth Rate (1/hr)
p1k_00350,{'b4025': -1},"['p1k_00041', 'p1k_00042', 'p1k_00070', 'p1k_00071', 'p1k_00072', 'p1k_00092', 'p1k_00093', 'p1k_00125', 'p1k_00126', 'p1k_00127', 'p1k_00128', 'p1k_00129', 'p1k_00130', 'p1k_00131', 'p1k_00143', 'p1k_00146', 'p1k_00147', 'p1k_00148', 'p1k_00155', 'p1k_00157', 'p1k_00159', 'p1k_00317', 'p1k_00318', 'p1k_00357', 'p1k_00358', 'p1k_00389', 'p1k_00390', 'p1k_00395', 'p1k_00396', 'p1k_00401', 'p1k_00402', 'p1k_00407', 'p1k_00408', 'p1k_00413', 'p1k_00414', 'p1k_00421', 'p1k_00422', 'p1k_00423', 'p1k_00424', 'p1k_00431', 'p1k_00432', 'p1k_00437', 'p1k_00438', 'p1k_00882', 'p1k_00883']",,pgi,,"('MG1655', 'M9', 37, 7.0, 'glucose(4)', 'NH4Cl(1)', 'O2', nan)",MG1655,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,
p1k_00351,{'b4025': -1},"['p1k_00041', 'p1k_00042', 'p1k_00070', 'p1k_00071', 'p1k_00072', 'p1k_00092', 'p1k_00093', 'p1k_00125', 'p1k_00126', 'p1k_00127', 'p1k_00128', 'p1k_00129', 'p1k_00130', 'p1k_00131', 'p1k_00143', 'p1k_00146', 'p1k_00147', 'p1k_00148', 'p1k_00155', 'p1k_00157', 'p1k_00159', 'p1k_00317', 'p1k_00318', 'p1k_00357', 'p1k_00358', 'p1k_00389', 'p1k_00390', 'p1k_00395', 'p1k_00396', 'p1k_00401', 'p1k_00402', 'p1k_00407', 'p1k_00408', 'p1k_00413', 'p1k_00414', 'p1k_00421', 'p1k_00422', 'p1k_00423', 'p1k_00424', 'p1k_00431', 'p1k_00432', 'p1k_00437', 'p1k_00438', 'p1k_00882', 'p1k_00883']",,pgi,,"('MG1655', 'M9', 37, 7.0, 'glucose(4)', 'NH4Cl(1)', 'O2', nan)",MG1655,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,
p1k_00352,{'b4025': -1},"['p1k_00041', 'p1k_00042', 'p1k_00070', 'p1k_00071', 'p1k_00072', 'p1k_00092', 'p1k_00093', 'p1k_00125', 'p1k_00126', 'p1k_00127', 'p1k_00128', 'p1k_00129', 'p1k_00130', 'p1k_00131', 'p1k_00143', 'p1k_00146', 'p1k_00147', 'p1k_00148', 'p1k_00155', 'p1k_00157', 'p1k_00159', 'p1k_00317', 'p1k_00318', 'p1k_00357', 'p1k_00358', 'p1k_00389', 'p1k_00390', 'p1k_00395', 'p1k_00396', 'p1k_00401', 'p1k_00402', 'p1k_00407', 'p1k_00408', 'p1k_00413', 'p1k_00414', 'p1k_00421', 'p1k_00422', 'p1k_00423', 'p1k_00424', 'p1k_00431', 'p1k_00432', 'p1k_00437', 'p1k_00438', 'p1k_00882', 'p1k_00883']",,pgi,,"('MG1655', 'M9', 37, 7.0, 'glucose(4)', 'NH4Cl(1)', 'O2', nan)",MG1655,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,
p1k_00353,{'b4025': -1},"['p1k_00041', 'p1k_00042', 'p1k_00070', 'p1k_00071', 'p1k_00072', 'p1k_00092', 'p1k_00093', 'p1k_00125', 'p1k_00126', 'p1k_00127', 'p1k_00128', 'p1k_00129', 'p1k_00130', 'p1k_00131', 'p1k_00143', 'p1k_00146', 'p1k_00147', 'p1k_00148', 'p1k_00155', 'p1k_00157', 'p1k_00159', 'p1k_00317', 'p1k_00318', 'p1k_00357', 'p1k_00358', 'p1k_00389', 'p1k_00390', 'p1k_00395', 'p1k_00396', 'p1k_00401', 'p1k_00402', 'p1k_00407', 'p1k_00408', 'p1k_00413', 'p1k_00414', 'p1k_00421', 'p1k_00422', 'p1k_00423', 'p1k_00424', 'p1k_00431', 'p1k_00432', 'p1k_00437', 'p1k_00438', 'p1k_00882', 'p1k_00883']",,pgi,,"('MG1655', 'M9', 37, 7.0, 'glucose(4)', 'NH4Cl(1)', 'O2', nan)",MG1655,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,
p1k_00354,{'b4025': -1},"['p1k_00041', 'p1k_00042', 'p1k_00070', 'p1k_00071', 'p1k_00072', 'p1k_00092', 'p1k_00093', 'p1k_00125', 'p1k_00126', 'p1k_00127', 'p1k_00128', 'p1k_00129', 'p1k_00130', 'p1k_00131', 'p1k_00143', 'p1k_00146', 'p1k_00147', 'p1k_00148', 'p1k_00155', 'p1k_00157', 'p1k_00159', 'p1k_00317', 'p1k_00318', 'p1k_00357', 'p1k_00358', 'p1k_00389', 'p1k_00390', 'p1k_00395', 'p1k_00396', 'p1k_00401', 'p1k_00402', 'p1k_00407', 'p1k_00408', 'p1k_00413', 'p1k_00414', 'p1k_00421', 'p1k_00422', 'p1k_00423', 'p1k_00424', 'p1k_00431', 'p1k_00432', 'p1k_00437', 'p1k_00438', 'p1k_00882', 'p1k_00883']",,pgi,,"('MG1655', 'M9', 37, 7.0, 'glucose(4)', 'NH4Cl(1)', 'O2', nan)",MG1655,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,
p1k_00355,{'b4025': -1},"['p1k_00041', 'p1k_00042', 'p1k_00070', 'p1k_00071', 'p1k_00072', 'p1k_00092', 'p1k_00093', 'p1k_00125', 'p1k_00126', 'p1k_00127', 'p1k_00128', 'p1k_00129', 'p1k_00130', 'p1k_00131', 'p1k_00143', 'p1k_00146', 'p1k_00147', 'p1k_00148', 'p1k_00155', 'p1k_00157', 'p1k_00159', 'p1k_00317', 'p1k_00318', 'p1k_00357', 'p1k_00358', 'p1k_00389', 'p1k_00390', 'p1k_00395', 'p1k_00396', 'p1k_00401', 'p1k_00402', 'p1k_00407', 'p1k_00408', 'p1k_00413', 'p1k_00414', 'p1k_00421', 'p1k_00422', 'p1k_00423', 'p1k_00424', 'p1k_00431', 'p1k_00432', 'p1k_00437', 'p1k_00438', 'p1k_00882', 'p1k_00883']",,pgi,,"('MG1655', 'M9', 37, 7.0, 'glucose(4)', 'NH4Cl(1)', 'O2', nan)",MG1655,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,
p1k_00356,{'b4025': -1},"['p1k_00041', 'p1k_00042', 'p1k_00070', 'p1k_00071', 'p1k_00072', 'p1k_00092', 'p1k_00093', 'p1k_00125', 'p1k_00126', 'p1k_00127', 'p1k_00128', 'p1k_00129', 'p1k_00130', 'p1k_00131', 'p1k_00143', 'p1k_00146', 'p1k_00147', 'p1k_00148', 'p1k_00155', 'p1k_00157', 'p1k_00159', 'p1k_00317', 'p1k_00318', 'p1k_00357', 'p1k_00358', 'p1k_00389', 'p1k_00390', 'p1k_00395', 'p1k_00396', 'p1k_00401', 'p1k_00402', 'p1k_00407', 'p1k_00408', 'p1k_00413', 'p1k_00414', 'p1k_00421', 'p1k_00422', 'p1k_00423', 'p1k_00424', 'p1k_00431', 'p1k_00432', 'p1k_00437', 'p1k_00438', 'p1k_00882', 'p1k_00883']",,pgi,,"('MG1655', 'M9', 37, 7.0, 'glucose(4)', 'NH4Cl(1)', 'O2', nan)",MG1655,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,
p1k_00441,{'b0113': -1},"['p1k_00295', 'p1k_00296', 'p1k_00321', 'p1k_00322', 'p1k_00325', 'p1k_00326', 'p1k_00329', 'p1k_00330', 'p1k_00333', 'p1k_00334', 'p1k_00337', 'p1k_00338', 'p1k_00612', 'p1k_00613', 'p1k_00562', 'p1k_00563', 'p1k_00540', 'p1k_00541', 'p1k_00546', 'p1k_00547', 'p1k_00568', 'p1k_00569', 'p1k_00586', 'p1k_00587', 'p1k_00578', 'p1k_00579', 'p1k_00511', 'p1k_00512', 'p1k_00600', 'p1k_00601', 'p1k_00606', 'p1k_00607', 'p1k_00552', 'p1k_00553', 'p1k_00594', 'p1k_00595', 'p1k_00518', 'p1k_00519', 'p1k_00520', 'p1k_00521', 'p1k_00526', 'p1k_00527', 'p1k_00528', 'p1k_00529', 'p1k_00534', 'p1k_00535', 'p1k_00710', 'p1k_00711', 'p1k_00712', 'p1k_00713', 'p1k_00714', 'p1k_00715', 'p1k_00771', 'p1k_00772', 'p1k_00775', 'p1k_00776', 'p1k_00779', 'p1k_00780', 'p1k_00783', 'p1k_00784', 'p1k_00787', 'p1k_00788', 'p1k_00884', 'p1k_00885']",pdhR,,,"('GMOS', 'M9', 37, 7.0, 'glucose(4)', 'NH4Cl(1)', 'O2', nan)",GMOS,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,0.9
p1k_00442,{'b0113': -1},"['p1k_00295', 'p1k_00296', 'p1k_00321', 'p1k_00322', 'p1k_00325', 'p1k_00326', 'p1k_00329', 'p1k_00330', 'p1k_00333', 'p1k_00334', 'p1k_00337', 'p1k_00338', 'p1k_00612', 'p1k_00613', 'p1k_00562', 'p1k_00563', 'p1k_00540', 'p1k_00541', 'p1k_00546', 'p1k_00547', 'p1k_00568', 'p1k_00569', 'p1k_00586', 'p1k_00587', 'p1k_00578', 'p1k_00579', 'p1k_00511', 'p1k_00512', 'p1k_00600', 'p1k_00601', 'p1k_00606', 'p1k_00607', 'p1k_00552', 'p1k_00553', 'p1k_00594', 'p1k_00595', 'p1k_00518', 'p1k_00519', 'p1k_00520', 'p1k_00521', 'p1k_00526', 'p1k_00527', 'p1k_00528', 'p1k_00529', 'p1k_00534', 'p1k_00535', 'p1k_00710', 'p1k_00711', 'p1k_00712', 'p1k_00713', 'p1k_00714', 'p1k_00715', 'p1k_00771', 'p1k_00772', 'p1k_00775', 'p1k_00776', 'p1k_00779', 'p1k_00780', 'p1k_00783', 'p1k_00784', 'p1k_00787', 'p1k_00788', 'p1k_00884', 'p1k_00885']",pdhR,,,"('GMOS', 'M9', 37, 7.0, 'glucose(4)', 'NH4Cl(1)', 'O2', nan)",GMOS,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,0.9
p1k_00443,{'b0113': -1},"['p1k_00295', 'p1k_00296', 'p1k_00321', 'p1k_00322', 'p1k_00325', 'p1k_00326', 'p1k_00329', 'p1k_00330', 'p1k_00333', 'p1k_00334', 'p1k_00337', 'p1k_00338', 'p1k_00612', 'p1k_00613', 'p1k_00562', 'p1k_00563', 'p1k_00540', 'p1k_00541', 'p1k_00546', 'p1k_00547', 'p1k_00568', 'p1k_00569', 'p1k_00586', 'p1k_00587', 'p1k_00578', 'p1k_00579', 'p1k_00511', 'p1k_00512', 'p1k_00600', 'p1k_00601', 'p1k_00606', 'p1k_00607', 'p1k_00552', 'p1k_00553', 'p1k_00594', 'p1k_00595', 'p1k_00518', 'p1k_00519', 'p1k_00520', 'p1k_00521', 'p1k_00526', 'p1k_00527', 'p1k_00528', 'p1k_00529', 'p1k_00534', 'p1k_00535', 'p1k_00710', 'p1k_00711', 'p1k_00712', 'p1k_00713', 'p1k_00714', 'p1k_00715', 'p1k_00771', 'p1k_00772', 'p1k_00775', 'p1k_00776', 'p1k_00779', 'p1k_00780', 'p1k_00783', 'p1k_00784', 'p1k_00787', 'p1k_00788', 'p1k_00884', 'p1k_00885']",pdhR,,,"('GMOS', 'M9', 37, 7.0, 'glucose(4)', 'NH4Cl(1)', 'O2', nan)",GMOS,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,0.9
p1k_00444,{'b0113': -1},"['p1k_00295', 'p1k_00296', 'p1k_00321', 'p1k_00322', 'p1k_00325', 'p1k_00326', 'p1k_00329', 'p1k_00330', 'p1k_00333', 'p1k_00334', 'p1k_00337', 'p1k_00338', 'p1k_00612', 'p1k_00613', 'p1k_00562', 'p1k_00563', 'p1k_00540', 'p1k_00541', 'p1k_00546', 'p1k_00547', 'p1k_00568', 'p1k_00569', 'p1k_00586', 'p1k_00587', 'p1k_00578', 'p1k_00579', 'p1k_00511', 'p1k_00512', 'p1k_00600', 'p1k_00601', 'p1k_00606', 'p1k_00607', 'p1k_00552', 'p1k_00553', 'p1k_00594', 'p1k_00595', 'p1k_00518', 'p1k_00519', 'p1k_00520', 'p1k_00521', 'p1k_00526', 'p1k_00527', 'p1k_00528', 'p1k_00529', 'p1k_00534', 'p1k_00535', 'p1k_00710', 'p1k_00711', 'p1k_00712', 'p1k_00713', 'p1k_00714', 'p1k_00715', 'p1k_00771', 'p1k_00772', 'p1k_00775', 'p1k_00776', 'p1k_00779', 'p1k_00780', 'p1k_00783', 'p1k_00784', 'p1k_00787', 'p1k_00788', 'p1k_00884', 'p1k_00885']",pdhR,,,"('GMOS', 'M9', 37, 7.0, 'glucose(4)', 'NH4Cl(1)', 'O2', nan)",GMOS,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,0.9
p1k_00445,{'b0113': -1},"['p1k_00295', 'p1k_00296', 'p1k_00321', 'p1k_00322', 'p1k_00325', 'p1k_00326', 'p1k_00329', 'p1k_00330', 'p1k_00333', 'p1k_00334', 'p1k_00337', 'p1k_00338', 'p1k_00612', 'p1k_00613', 'p1k_00562', 'p1k_00563', 'p1k_00540', 'p1k_00541', 'p1k_00546', 'p1k_00547', 'p1k_00568', 'p1k_00569', 'p1k_00586', 'p1k_00587', 'p1k_00578', 'p1k_00579', 'p1k_00511', 'p1k_00512', 'p1k_00600', 'p1k_00601', 'p1k_00606', 'p1k_00607', 'p1k_00552', 'p1k_00553', 'p1k_00594', 'p1k_00595', 'p1k_00518', 'p1k_00519', 'p1k_00520', 'p1k_00521', 'p1k_00526', 'p1k_00527', 'p1k_00528', 'p1k_00529', 'p1k_00534', 'p1k_00535', 'p1k_00710', 'p1k_00711', 'p1k_00712', 'p1k_00713', 'p1k_00714', 'p1k_00715', 'p1k_00771', 'p1k_00772', 'p1k_00775', 'p1k_00776', 'p1k_00779', 'p1k_00780', 'p1k_00783', 'p1k_00784', 'p1k_00787', 'p1k_00788', 'p1k_00884', 'p1k_00885']",pdhR,,,"('GMOS', 'M9', 37, 7.0, 'glucose(4)', 'NH4Cl(1)', 'O2', nan)",GMOS,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,0.95
p1k_00446,{'b0113': -1},"['p1k_00295', 'p1k_00296', 'p1k_00321', 'p1k_00322', 'p1k_00325', 'p1k_00326', 'p1k_00329', 'p1k_00330', 'p1k_00333', 'p1k_00334', 'p1k_00337', 'p1k_00338', 'p1k_00612', 'p1k_00613', 'p1k_00562', 'p1k_00563', 'p1k_00540', 'p1k_00541', 'p1k_00546', 'p1k_00547', 'p1k_00568', 'p1k_00569', 'p1k_00586', 'p1k_00587', 'p1k_00578', 'p1k_00579', 'p1k_00511', 'p1k_00512', 'p1k_00600', 'p1k_00601', 'p1k_00606', 'p1k_00607', 'p1k_00552', 'p1k_00553', 'p1k_00594', 'p1k_00595', 'p1k_00518', 'p1k_00519', 'p1k_00520', 'p1k_00521', 'p1k_00526', 'p1k_00527', 'p1k_00528', 'p1k_00529', 'p1k_00534', 'p1k_00535', 'p1k_00710', 'p1k_00711', 'p1k_00712', 'p1k_00713', 'p1k_00714', 'p1k_00715', 'p1k_00771', 'p1k_00772', 'p1k_00775', 'p1k_00776', 'p1k_00779', 'p1k_00780', 'p1k_00783', 'p1k_00784', 'p1k_00787', 'p1k_00788', 'p1k_00884', 'p1k_00885']",pdhR,,,"('GMOS', 'M9', 37, 7.0, 'glucose(4)', 'NH4Cl(1)', 'O2', nan)",GMOS,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,0.95
p1k_00447,{'b0113': -1},"['p1k_00295', 'p1k_00296', 'p1k_00321', 'p1k_00322', 'p1k_00325', 'p1k_00326', 'p1k_00329', 'p1k_00330', 'p1k_00333', 'p1k_00334', 'p1k_00337', 'p1k_00338', 'p1k_00612', 'p1k_00613', 'p1k_00562', 'p1k_00563', 'p1k_00540', 'p1k_00541', 'p1k_00546', 'p1k_00547', 'p1k_00568', 'p1k_00569', 'p1k_00586', 'p1k_00587', 'p1k_00578', 'p1k_00579', 'p1k_00511', 'p1k_00512', 'p1k_00600', 'p1k_00601', 'p1k_00606', 'p1k_00607', 'p1k_00552', 'p1k_00553', 'p1k_00594', 'p1k_00595', 'p1k_00518', 'p1k_00519', 'p1k_00520', 'p1k_00521', 'p1k_00526', 'p1k_00527', 'p1k_00528', 'p1k_00529', 'p1k_00534', 'p1k_00535', 'p1k_00710', 'p1k_00711', 'p1k_00712', 'p1k_00713', 'p1k_00714', 'p1k_00715', 'p1k_00771', 'p1k_00772', 'p1k_00775', 'p1k_00776', 'p1k_00779', 'p1k_00780', 'p1k_00783', 'p1k_00784', 'p1k_00787', 'p1k_00788', 'p1k_00884', 'p1k_00885']",pdhR,,,"('GMOS', 'M9', 37, 7.0, 'glucose(4)', 'NH4Cl(1)', 'O2', nan)",GMOS,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,0.95
p1k_00448,{'b0113': -1},"['p1k_00295', 'p1k_00296', 'p1k_00321', 'p1k_00322', 'p1k_00325', 'p1k_00326', 'p1k_00329', 'p1k_00330', 'p1k_00333', 'p1k_00334', 'p1k_00337', 'p1k_00338', 'p1k_00612', 'p1k_00613', 'p1k_00562', 'p1k_00563', 'p1k_00540', 'p1k_00541', 'p1k_00546', 'p1k_00547', 'p1k_00568', 'p1k_00569', 'p1k_00586', 'p1k_00587', 'p1k_00578', 'p1k_00579', 'p1k_00511', 'p1k_00512', 'p1k_00600', 'p1k_00601', 'p1k_00606', 'p1k_00607', 'p1k_00552', 'p1k_00553', 'p1k_00594', 'p1k_00595', 'p1k_00518', 'p1k_00519', 'p1k_00520', 'p1k_00521', 'p1k_00526', 'p1k_00527', 'p1k_00528', 'p1k_00529', 'p1k_00534', 'p1k_00535', 'p1k_00710', 'p1k_00711', 'p1k_00712', 'p1k_00713', 'p1k_00714', 'p1k_00715', 'p1k_00771', 'p1k_00772', 'p1k_00775', 'p1k_00776', 'p1k_00779', 'p1k_00780', 'p1k_00783', 'p1k_00784', 'p1k_00787', 'p1k_00788', 'p1k_00884', 'p1k_00885']",pdhR,,,"('GMOS', 'M9', 37, 7.0, 'glucose(4)', 'NH4Cl(1)', 'O2', nan)",GMOS,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,0.95
p1k_00449,{'b2220': -1},"['p1k_00501', 'p1k_00502']",atoC,,,"('MG1655', 'M9', 37, 7.0, 'glucose(4)', 'NH4Cl(1)', 'O2', 'Acetoacetate/LiCl(10mM)')",MG1655,M9,37,7.0,glucose(4),NH4Cl(1),O2,Acetoacetate/LiCl(10mM),,
p1k_00450,{'b2220': -1},"['p1k_00501', 'p1k_00502']",atoC,,,"('MG1655', 'M9', 37, 7.0, 'glucose(4)', 'NH4Cl(1)', 'O2', 'Acetoacetate/LiCl(10mM)')",MG1655,M9,37,7.0,glucose(4),NH4Cl(1),O2,Acetoacetate/LiCl(10mM),,
p1k_00451,{'b2220': -1},"['p1k_00503', 'p1k_00504']",atoC,,,"('MG1655', 'M9', 37, 7.0, 'glucose(4)', 'NH4Cl(1)', 'O2', 'LiCl(10mM)')",MG1655,M9,37,7.0,glucose(4),NH4Cl(1),O2,LiCl(10mM),,
p1k_00452,{'b2220': -1},"['p1k_00503', 'p1k_00504']",atoC,,,"('MG1655', 'M9', 37, 7.0, 'glucose(4)', 'NH4Cl(1)', 'O2', 'LiCl(10mM)')",MG1655,M9,37,7.0,glucose(4),NH4Cl(1),O2,LiCl(10mM),,
p1k_00453,{'b2220': -1},"['p1k_00041', 'p1k_00042', 'p1k_00070', 'p1k_00071', 'p1k_00072', 'p1k_00092', 'p1k_00093', 'p1k_00125', 'p1k_00126', 'p1k_00127', 'p1k_00128', 'p1k_00129', 'p1k_00130', 'p1k_00131', 'p1k_00143', 'p1k_00146', 'p1k_00147', 'p1k_00148', 'p1k_00155', 'p1k_00157', 'p1k_00159', 'p1k_00317', 'p1k_00318', 'p1k_00357', 'p1k_00358', 'p1k_00389', 'p1k_00390', 'p1k_00395', 'p1k_00396', 'p1k_00401', 'p1k_00402', 'p1k_00407', 'p1k_00408', 'p1k_00413', 'p1k_00414', 'p1k_00421', 'p1k_00422', 'p1k_00423', 'p1k_00424', 'p1k_00431', 'p1k_00432', 'p1k_00437', 'p1k_00438', 'p1k_00882', 'p1k_00883']",atoC,,,"('MG1655', 'M9', 37, 7.0, 'glucose(4)', 'NH4Cl(1)', 'O2', nan)",MG1655,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,
p1k_00454,{'b2220': -1},"['p1k_00041', 'p1k_00042', 'p1k_00070', 'p1k_00071', 'p1k_00072', 'p1k_00092', 'p1k_00093', 'p1k_00125', 'p1k_00126', 'p1k_00127', 'p1k_00128', 'p1k_00129', 'p1k_00130', 'p1k_00131', 'p1k_00143', 'p1k_00146', 'p1k_00147', 'p1k_00148', 'p1k_00155', 'p1k_00157', 'p1k_00159', 'p1k_00317', 'p1k_00318', 'p1k_00357', 'p1k_00358', 'p1k_00389', 'p1k_00390', 'p1k_00395', 'p1k_00396', 'p1k_00401', 'p1k_00402', 'p1k_00407', 'p1k_00408', 'p1k_00413', 'p1k_00414', 'p1k_00421', 'p1k_00422', 'p1k_00423', 'p1k_00424', 'p1k_00431', 'p1k_00432', 'p1k_00437', 'p1k_00438', 'p1k_00882', 'p1k_00883']",atoC,,,"('MG1655', 'M9', 37, 7.0, 'glucose(4)', 'NH4Cl(1)', 'O2', nan)",MG1655,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,
p1k_00455,{'b2079': -1},"['p1k_00497', 'p1k_00498']",baeR,,,"('MG1655', 'LB', 37, 7.0, nan, nan, 'O2', 'Ethanol(5%w/v)')",MG1655,LB,37,7.0,,,O2,Ethanol(5%w/v),,
p1k_00456,{'b2079': -1},"['p1k_00497', 'p1k_00498']",baeR,,,"('MG1655', 'LB', 37, 7.0, nan, nan, 'O2', 'Ethanol(5%w/v)')",MG1655,LB,37,7.0,,,O2,Ethanol(5%w/v),,
p1k_00457,{'b2079': -1},"['p1k_00094', 'p1k_00095', 'p1k_00499', 'p1k_00500']",baeR,,,"('MG1655', 'LB', 37, 7.0, nan, nan, 'O2', nan)",MG1655,LB,37,7.0,,,O2,,,
p1k_00458,{'b2079': -1},"['p1k_00094', 'p1k_00095', 'p1k_00499', 'p1k_00500']",baeR,,,"('MG1655', 'LB', 37, 7.0, nan, nan, 'O2', nan)",MG1655,LB,37,7.0,,,O2,,,
p1k_00459,{'b2125': -1},"['p1k_00491', 'p1k_00492']",btsR,,,"('MG1655', '01xLB', 37, 7.0, nan, nan, 'O2', nan)",MG1655,01xLB,37,7.0,,,O2,,,
p1k_00460,{'b2125': -1},"['p1k_00491', 'p1k_00492']",btsR,,,"('MG1655', '01xLB', 37, 7.0, nan, nan, 'O2', nan)",MG1655,01xLB,37,7.0,,,O2,,,
p1k_00461,{'b2125': -1},"['p1k_00094', 'p1k_00095', 'p1k_00499', 'p1k_00500']",btsR,,,"('MG1655', 'LB', 37, 7.0, nan, nan, 'O2', nan)",MG1655,LB,37,7.0,,,O2,,,
p1k_00462,{'b2125': -1},"['p1k_00094', 'p1k_00095', 'p1k_00499', 'p1k_00500']",btsR,,,"('MG1655', 'LB', 37, 7.0, nan, nan, 'O2', nan)",MG1655,LB,37,7.0,,,O2,,,
p1k_00463,{'b2125': -1},"['p1k_00507', 'p1k_00508']",btsR,,,"('MG1655', '01xLB', 37, 7.0, nan, nan, 'O2', 'Pyruvate(100uM)')",MG1655,01xLB,37,7.0,,,O2,Pyruvate(100uM),,
p1k_00464,{'b2125': -1},"['p1k_00507', 'p1k_00508']",btsR,,,"('MG1655', '01xLB', 37, 7.0, nan, nan, 'O2', 'Pyruvate(100uM)')",MG1655,01xLB,37,7.0,,,O2,Pyruvate(100uM),,
p1k_00465,{'b3912': -1},"['p1k_00497', 'p1k_00498']",cpxR,,,"('MG1655', 'LB', 37, 7.0, nan, nan, 'O2', 'Ethanol(5%w/v)')",MG1655,LB,37,7.0,,,O2,Ethanol(5%w/v),,
p1k_00466,{'b3912': -1},"['p1k_00497', 'p1k_00498']",cpxR,,,"('MG1655', 'LB', 37, 7.0, nan, nan, 'O2', 'Ethanol(5%w/v)')",MG1655,LB,37,7.0,,,O2,Ethanol(5%w/v),,
p1k_00467,{'b3912': -1},"['p1k_00094', 'p1k_00095', 'p1k_00499', 'p1k_00500']",cpxR,,,"('MG1655', 'LB', 37, 7.0, nan, nan, 'O2', nan)",MG1655,LB,37,7.0,,,O2,,,
p1k_00468,{'b3912': -1},"['p1k_00094', 'p1k_00095', 'p1k_00499', 'p1k_00500']",cpxR,,,"('MG1655', 'LB', 37, 7.0, nan, nan, 'O2', nan)",MG1655,LB,37,7.0,,,O2,,,
p1k_00469,{'b0571': -1},"['p1k_00495', 'p1k_00496']",cusR,,,"('MG1655', 'LB', 37, 7.0, nan, nan, 'O2', 'CuSO4(0.5mM)')",MG1655,LB,37,7.0,,,O2,CuSO4(0.5mM),,
p1k_00470,{'b0571': -1},"['p1k_00495', 'p1k_00496']",cusR,,,"('MG1655', 'LB', 37, 7.0, nan, nan, 'O2', 'CuSO4(0.5mM)')",MG1655,LB,37,7.0,,,O2,CuSO4(0.5mM),,
p1k_00471,{'b0571': -1},"['p1k_00094', 'p1k_00095', 'p1k_00499', 'p1k_00500']",cusR,,,"('MG1655', 'LB', 37, 7.0, nan, nan, 'O2', nan)",MG1655,LB,37,7.0,,,O2,,,
p1k_00472,{'b0571': -1},"['p1k_00094', 'p1k_00095', 'p1k_00499', 'p1k_00500']",cusR,,,"('MG1655', 'LB', 37, 7.0, nan, nan, 'O2', nan)",MG1655,LB,37,7.0,,,O2,,,
p1k_00473,{'b0694': -1},"['p1k_00489', 'p1k_00490']",kdpE,,,"('MG1655', 'TMA', 37, 7.0, 'glucose(4)', 'NH4Cl(0.535)', 'O2', 'KCl(0.1mM)')",MG1655,TMA,37,7.0,glucose(4),NH4Cl(0.535),O2,KCl(0.1mM),,
p1k_00474,{'b0694': -1},"['p1k_00489', 'p1k_00490']",kdpE,,,"('MG1655', 'TMA', 37, 7.0, 'glucose(4)', 'NH4Cl(0.535)', 'O2', 'KCl(0.1mM)')",MG1655,TMA,37,7.0,glucose(4),NH4Cl(0.535),O2,KCl(0.1mM),,
p1k_00475,{'b0694': -1},"['p1k_00493', 'p1k_00494']",kdpE,,,"('MG1655', 'TMA', 37, 7.0, 'glucose(4)', 'NH4Cl(0.535)', 'O2', 'KCl(115mM)')",MG1655,TMA,37,7.0,glucose(4),NH4Cl(0.535),O2,KCl(115mM),,
p1k_00476,{'b0694': -1},"['p1k_00493', 'p1k_00494']",kdpE,,,"('MG1655', 'TMA', 37, 7.0, 'glucose(4)', 'NH4Cl(0.535)', 'O2', 'KCl(115mM)')",MG1655,TMA,37,7.0,glucose(4),NH4Cl(0.535),O2,KCl(115mM),,
